Nom;Ville;Departement;Websites;Mail;Produits;Infos
"AMAP Esprit de la Terre";valbonne;06;go.php?typ=1&id=2087;edt06contact@framalistes.org;" Légumes, fruits, fromage de chèvre, oeufs, viande (boeuf, veau, porc), miel, champignons, poissons et coquillages (huitres et moules), agrumes, pain, crème de châtaignes, noix et dérivés";"Autres produits : produits à base d'olives, confitures, jus de fruits, savons Tous les produits sont BIO. Livraison le vendredi de 18h à 19h dans un local rue du presbytère (grande porte grise au coin de la rue du Pontis)."
"AMAP du Grand Pré";villeneuve-loubet;06;go.php?typ=1&id=2137;amapdugrandpre@gmail.com;" Légumes BIO, pommes BIO, fromage de brebis BIO, oeufs BIO, viande bovine BIO, volaille BIO, agneau BIO, truites, bière";"Distribution le mardi de 18h à 19h à la Ferme des Grenouilles - 500, allée des Gouorgues."
"AMAP du Loup";villeneuve-loubet;06;go.php?typ=1&id=226;amap.du.loup@free.fr;" Légumes, pommes et jus de pommes, fromage, oeufs, volailles, viandes bovine et d'agneau, champignons, endives, bière BIO";"Livraison un jeudi sur deux de 18h à 19h - 185, avenue du Loubet."
"AMAP Ardèche Verte";annonay;07;go.php?typ=1&id=1036;amapardecheverte@gmail.com;" Légumes, fruits, ?ufs, viandes, fromages de brebis et chèvre, yaourts, poulet, huile de tournesol, pain, jus de pommes, miel, vin";"Distribution le jeudi de 19h30 à 20h30 au Centre Social de Bernaudin - Cité de Bernaudin - route de Roiffieux. Tous les produits sont certifiés AB."
"AMAP d?Aubenas";aubenas;07;go.php?typ=1&id=993;amapaubenas@orange.fr;" Légumes, pain, volaille, oeufs, fromage de chèvre, viande de porc et de boeuf, volaille";"Distribution le jeudi de 18h30 à 19h30 dans un local situé sous l?accueil du Lycée Agricole - Quartier Saint Martin."
"Amap Le Doux Panier";lamastre;07;;omar.tourougui@orange.fr;" Légumes, fruits";"Distribution le samedi de 10h à 11h à l'Atelier d'artistes - rue Camille Gaudemard."
"AMAP Largentière";largentiere;07;go.php?typ=1&id=2040;amapdelargentiere@gmail.com;" Légumes, oeufs, volailles BIO, pêches BIO, pain, agneau";"Distribution le mardi 17h30 à 18h30 d'avril à décembre - salle Albin Mazon."
"AMAP «Produire et consommer autrement»";saint-peray;07;go.php?typ=1&id=981;amapstperay@gmail.com;" Légumes BIO, pains BIO, ?ufs BIO, miel BIO, noix, vin BIO, plants potagers";"Distribution le vendredi de 18h30 à 19h30 à la Maison Marie Galante - 11, chemin des Guérets (dernière maison à gauche avant la friche, au fond de l?impasse)."
"AMAP de Florian";tournon-sur-rhone;07;;les.roches.ensoleillees@gmail.com;" Légumes";"Nous sommes en attente de plus d'informations."
"Amap de la Barguillère";foix;09;"https://www.facebook.com/AMAP-Foix-Barguill%C3%A8re-125421451188404/ | go.php?typ=1&id=1941";amap09.barguillere@gmail.com;" Légumes,pain, oeufs, fromage";"Distribution le mercredi de 17h30 à 18h30 à la halle Saint-Volusien."
"Le Zeste Vert";foix;09;go.php?typ=1&id=1644;corine.metrich@orange.fr;" Légumes, pommes, kiwis, oeufs, pain, volaille, porc, boeuf, canard, agneau, poisson, lapin, fromage, miel";"Distribution le mercredi de 18h à 19h à la Maison de l'Agriculture - 32, avenue du Général de Gaulle. Ceci n'est pas une AMAP mais un collectif producteurs-consomm?acteurs."
"Les Radis Masqués";mercus-garrabet;09;;lesradismasques@gmail.com;" Légumes bio, oeufs bio, fruits, poulet bio, boeuf, veau, agneau bio, truite bio, fromage vache et brebis bio, fromage chèvre, jus de pomme bio, confitures bio, farines et légumineuses et huiles bio,";"pomme de terre bio, vins nature, commande andalouse bio, bière artisanale bio, pain bio, miel bio Distribution le jeudi de 18h30 à 19h30 à l'Ecole - place Jean Jaurès."
Mirepoix'chiche;mirepoix;09;go.php?typ=1&id=2002;jobuk@hotmail.fr;" Légumes, pommes, volailles, viandes porcine et bovine, truites, fromages, oeufs, miel, farine, huile de tournesol, haricots blancs";"Distribution le mercredi de 18h à 19h au 16, rue Vidal-Lablache (à côté du cinéma)."
"AMAP LES PANIERS DU PIC";montgailhard;09;go.php?typ=1&id=1638;amap09.montgailhard@gmail.com;" Légumes BIO, pain, fromages, poisson";"Distribution le mardi de 18h à 19h à la Salle du foyer (derrière La Poste) - avenue des Pyrénées (D117, derrière le bureau de poste)."
"Appam' AMAP";pamiers;09;go.php?typ=1&id=95;appamamap@gmail.com;" Légumes, fruits, produits laitiers, fromages, poulets, oeufs, viandes, poisson, pain, miel";"Distribution le jeudi de 18h à 19h Place Milliane (dans le kiosque en face du Gamm Vert)."
"Amap de la Barguillère";saint-pierre-de-riviere;09;"https://www.facebook.com/AMAP-Foix-Barguill%C3%A8re-125421451188404/ | go.php?typ=1&id=1942";amap09.barguillere@gmail.com;" Légumes BIO, oeufs, pain, fromage de brebis, fromage de chèvre, poulets";"Distribution le mercredi de 18h30 à 19h à l'Espace Louis Rumeau au parking du stade."
"Les Croqueurs et Paysans Gourmands";saverdun;09;go.php?typ=1&id=1635;contact@les-croqueurs.org;" Légumes, fruits, pain, farine, volaille, viandes, poisson, fromage, oeufs, ovins, fromage, vin, bière, spiruline";"Distribution le mercredi de 18h30 à 19h30 à l'Aire de Péries (à côté de la boutique de terroir de l'Office de Tourisme Intercommunal). En hiver, de la Toussaint à fin mars, distribution à la Halle de Mazères (même horaire). Ceci est une association fonctionnant de façon similaire une AMAP."
"Ax les Fermes";savignac-les-ormeaux;09;;axlesfermes09@gmail.com;" Légumes, fruits, jus de pomme, fromage de chèvre, produits laitiers, viandes, volaille, confitures, miel, pain d?épices, farine";"Distribution le mardi de 18h à 19h30 à la salle des Chasseurs."
"Les Petites Blettes";vernajoul;09;go.php?typ=1&id=1642;caroline.desarnaud@wanadoo.fr;" Légumes, pain, ?ufs, poulet, poisson, fruits, agrumes, fromage, miel, vin, b?uf, veau, porc";"Distribution le mardi de 18h30 à 19h à la salle des fêtes. Contacts téléphoniques: - Christian STIGLIANI - 07 83 53 43 39 - Dominique MARCHAND - 06 82 29 15 06"
"La Courgette Rieuse";nogent-sur-seine;10;"https://www.facebook.com/La-Courgette-Rieuse-780818115317051/ | go.php?typ=1&id=2636";courgetterieuse@gmail.com;" Légumes";"Distribution le vendredi de 19h à 20h à la Ferme Saint-Laurent - 15, avenue Gallieni."
"Aube des Légumes";troyes;10;;//www.facebook.com/profile.php?id=100077299972604;" Légumes BIO, pain, viandes d'agneau et de porc, volaille";"Distribution le mercredi de 18h30 à 19h30 à la Remise des Maraîchers- Parc des Moulins - rue Guillaume le Bé. Contact téléphonique : 06 87 64 59 49 Regroupe les AMAPs de l'Aube-foret d'Orient et de l'Aube-forêt d'Othe."
CARC'AMAP;carcassonne;11;"https://www.facebook.com/amapcarcassonne | go.php?typ=1&id=202";amapcarcassonne@gmail.com;" Légumes BIO";"Distribution le mardi de 18h30 à 19h30 à la salle du club de pétanque du quartier St Jacques - rue André Le Nôtre."
"AMAP MONDE";castelnaudary;11;;raphael.bernabel@hotmail.fr;" Légumes";"Distribution le vendredi chez le producteur Raphaël BERNABEL à la ferme ""Vento Farino""."
"AMAP'TITE CHAURIENNE";castelnaudary;11;go.php?typ=1&id=2310;amaptitechaurienne@gmail.com;" Légumes, pain, fromage, oeufs, poulet, produits laitiers, huile, farine, pâtes, vin, poisson";"Distribution le mardi de 17h30 à 19h au Lycée Agricole P.Paul Riquet - 935, Avenue du Docteur René Laennec."
"AMAP de Narbonne";narbonne;11;"https://www.facebook.com/Bior%C3%A9seau-de-Narbonne-2360796120909543/?ref=pages_you_manage | go.php?typ=1&id=203";bioreseau@gmail.com;" Légumes BIO, pain";"Distribution de 18h30 à 20h le mardi à l""Atelier ""Chez Mémé"" - 10, rue Etienne Billières"
"AMAP LE JARDIN DU PESQUIER";bozouls;12;go.php?typ=1&id=2373;pascale.c@wanadoo.fr;" Légumes";"Distribution le lundi de 17h45 à 19h - 4, rue Marc André Fabre."
"AMAP DES BORALDES FLAUJAC";laguiole;12;go.php?typ=1&id=2372;pascal.vincent-chardonnet@orange.fr;" Légumes";"Distribution le mardi de 18h30 à 19h30 à la ""NOU 4"" - 4 rue Bardière."
"AMAP DU RUTHENOIS";le-monastere;12;"https://www.facebook.com/AmapsduRuthenois/ | go.php?typ=1&id=2447";amapduruthenois@gmail.com;" Légumes BIO";"Distribution le mardi de 18h à 19h au centre social."
"AMAP LES JARDINS DE JOUQUEVIEL";lescure-jaoul;12;;lesjardinsdejouqueviel@gmail.com;" Légumes";"Distribution le lundi de 18h à 19h dans la cour de l'école."
"AMAP Causses et Gorges";mostuejouls;12;;causs.amaps@gmail.com;" Légumes, viande, fromages de brebis, tisanes, pain, farines";"Distribution le jeudi de 18h à 20h sur le parking municipal Saint-Pal."
L'AMAPATOUT;requista;12;https://www.facebook.com/amapderequista/;lamapatout@gmail.com;" Légumes, fruits, jus, pain, oeufs, fromage de chèvre, volaille, viandes, bière, miel , vin";"Distribution le mercredi de 14h30 à 15h sous la Halle."
"AMAP de la ferme aux Chênes Rouges";rodez;12;go.php?typ=1&id=1528;amapduruthenois@gmail.com;" Volaille";"Distribution le vendredi de 17h30 à 18h30 à la Maison des associations - 15, avenue Tarayre."
"AMAP Mescladis";rodez;12;"https://www.facebook.com/AmapsduRuthenois/ | go.php?typ=1&id=2136";amapduruthenois@gmail.com;" Pain, gâteaux";"Distribution le vendredi de 17h à 19h à la Maison des Associations - 15, avenue Tarayre."
"AMAP DES BORALDES";saint-come-d-olt;12;go.php?typ=1&id=1323;amapdesboraldes.canalblog.com;" Légumes, viande, volailles, oeufs";"Distribution le jeudi de 18h15 à 19h30 - Place de la Mairie, aux anciens Garages Municipaux."
"AMAP LOU TALIOBEL";saint-come-d-olt;12;go.php?typ=1&id=1324;pascal.vincent-chardonnet@orange.fr;" Volaille, oeufs, viande bovine";"Distribution le jeudi de 18h15 à 19h30 dans les vestiaires du stade de football - Avenue de Pigué."
"AMAP DES BORALDES FLAUJAC AUBRAC";sainte-genevieve-sur-argence;12;go.php?typ=1&id=2371;pascal.vincent-chardonnet@orange.fr;" Légumes";"Distribution le mardi de 18h30 à 19h30 au Cambou."
"AMAP DU RUTHENOIS";sainte-radegonde;12;go.php?typ=1&id=88;amapduruthenois@gmail.com;" Légumes, fromages, volailles, fromages, des yaourt de vache et brebis, viande, pains, gâteaux";"Distribution le vendredi de de 17h à 18h30 au bar associatif."
"AMAP DU VIGNAL";sainte-radegonde;12;"https://www.facebook.com/AmapsduRuthenois/ | go.php?typ=1&id=1106";amapduvignal@gmail.com;" Légumes BIO, volaille";"Distribution le vendredi de 17h à 19h à la ferme."
"AMAP Sanvensa";villefranche-de-rouergue;12;;barranco.laurent@orange.fr;" Légumes BIO";"Distribution le lundi de 16h30 à 17h30 chez Laurent Barranco à La Bouysselie. Contact téléphonique: 06 27 73 14 46"
"Les Jardins de La Valette";villefranche-de-rouergue;12;go.php?typ=1&id=2377;sylvaincouderc@hotmail.fr;" Légumes";"Distribution le mercredi de 18h à 18h30 au Rond point de l'avenue Cibiel - place Fontanges. Autres distributions le mercredi: - de 18h45 à 19h15 à Villeneuve d'Aveyron - sol de la Dime - de 18h à 19h aux Jardins de la Valette à Cénac CECI N'EST PAS UNE AMAP. CECI EST UN PRODUCTEUR BIO QUI VEND SES PANIERS."
"AMAP AIX NORD";aix-en-provence;13;"https://www.facebook.com/amapaix/ | go.php?typ=1&id=2484";amap@aquaemaltae.com;" Légumes, oeufs, pains";"Distribution le mardi à 18h à la Brasserie Aquae Maltae - Rue de l'Ancienne Minoterie."
"Amap d'Aix EST";aix-en-provence;13;"https://www.facebook.com/amapaix | go.php?typ=1&id=2796";contact@amap-aix.fr;" Légumes";"Distribution le jeudi de 18h30 à 19h30 au Café Culturel Citoyen le 3C - 23, Boulevard Carnot."
"Amap d'Aix OUEST - Jas de Bouffan";aix-en-provence;13;"https://www.facebook.com/amapaix/ | go.php?typ=1&id=245";contact@amap-aix.fr;" Légumes BIO, oeufs BIO, pain BIO, poulets BIO, viandes de veau et d'agneau BIO, châtaignes BIO, fromage de chèvre BIO,bière BIO";"Livraison le mercredi de 18h30 à 19h30 au Centre Social du Château de l'horloge - 50, rue Château de l'Horloge."
"AMAP SCIENCES PO AIX";aix-en-provence;13;go.php?typ=1&id=2192;rita.peignien@gmail.com;" Légumes BIO, fruits BIO";"Distribution le mercredi à heure fixe (14h-15h-16h-17h-18h) au salon Végétalement Provence - 44, Rue Mignet (à 5 minutes de SPX)."
"AMAP des Romans";allauch;13;;amap.romans@free.fr;" Légumes et fruits BIO, Viande d?Agneau BIO";"Distribution le mardi de 18h à 19h sur le Parking Fassanaro (parking du stade du Logis neuf) au fond - avenue Jean moulin."
"Panier d'Allauch";allauch;13;"https://www.facebook.com/pg/Les-paniers-marseillais-151732884919923/posts/?ref=page_internal | go.php?typ=1&id=2552";bureau.1001saveurs@gmail.com;" Légumes";"Distribution le mardi de 19h15 à 19h45 sur le Parking du collège Yves Montand- 121, Avenue du Vallon Vert. Ceci est une association ""Les Paniers Marseillais"" de type AMAP. Contact Téléphonique :Christine Mariottini au 07 81 55 94 42"
"AMAP DU ROUINET";arles;13;"http://www.facebook.com/AMAPDuRouinet | go.php?typ=1&id=2278";amaprouinet@lilo.org;" Légumes BIO, lentilles et pois chiches, asperges, fraises, fruits BIO, viandes (veau agneau toro BIO), oeufs, produits laitiers de vache de chèvre et de brebis,miel BIO, bière,huiles (olive-tournesol)";"Autres produits : huiles essentielles Distribution le mardi de 17h à 19h et le vendredi de 17h à 18h au Mas Ste Marie - Chemin du Rouinet à Fourques. Contact téléphonique : 07 66 52 66 34 (aux horaires des distributions ou par SMS)"
"AMAP les Jardins de Cidamos";arles;13;"https://www.facebook.com/jardinsdecidamos | go.php?typ=1&id=2193";jardinsdecidamos@gmail.com;" Légumes BIO";"Distribution le vendredi de 18h30 à 19h au POP - 1, rue F. Lesseps."
"AMAP du Cercle";aubagne;13;"https://www.facebook.com/lecercleaubagne | go.php?typ=1&id=1017";amapducercle@gmail.com;" Légumes BIO, oeufs BIO";"Distribution le mercredi de 19h à 20h devant le Cercle de l?Harmonie - 12, Cours Beaumont."
"AMAP le Figuier de Beaudinard";aubagne;13;http://fr-fr.facebook.com/pages/AMAP-Le-figuier-de-Beaudinard/154269684616197;amap.lefiguier@free.fr;" Légumes BIO, pain BIO, agneau BIO, poisson, volaille BIO, oeufs BIO, fromage de chèvre";"Distribution le jeudi de 18h à 19h à la ferme - Route de Beaudinard (face au centre informatique)."
"AMAP Le Moulin de Redon";auriol;13;"https://www.facebook.com/people/AMAP-Moulin-de-Redon/100094470830441/ | go.php?typ=1&id=251";amap.moulinderedon@free.fr;" Légumes BIO, oeufs BIO, pain BIO, poisson & coquillages, viandes, volaille BIO, fromage de chèvre, pommes BIO, miel BIO, vin BIO, bières BIO, noix et huile de noix bio, pâtes-farines-légumineuses BIO";"Distribution le vendredi de 18h30 à 19h30 à la salle des fêtes - Moulin de Redon. Autres produits : huile d?olive BIO, châtaignes & lavandes BIO, sorbets BIO, sève de bouleau BIO, confitures BIO"
"AMAP Bouc Bel Air";bouc-bel-air;13;go.php?typ=1&id=1778;amapbba@gmail.com;" Légumes BIO, fromage de chèvre, oeufs, pain BIO, farines BIO, légumineuse BIO, pommes BIO, miel BIO, poulets BIO";"Distribution le mercredi de 18h à 18h45 à la Maison de la nature - Rue Frédéric Chopin (face au 120, Boulevard de Valcros proche de la résidence Seniors Montana)."
"AMAP DE L?ETANG";ensues;13;"https://www.facebook.com/AmapEtangOfficiel/ | go.php?typ=1&id=287";amapetangvitrollesensues@gmail.com;" Légumes";"Distribution le vendredi de 18h30 à 19h30 au Gymnase Paul Ricaud."
"AMAP de l?Etang";ensues-la-redonne;13;go.php?typ=1&id=1774;amapetang@laposte.net;" Légumes BIO, fruits, pain, ?ufs, viande ( veau, b?uf), miel";"Distribution le vendredi de 19h à 20h au Gymnase Paul Ricaud."
"AMAP Cravenco d?Entressen";entressen;13;go.php?typ=1&id=252;amap.entressen@gmail.com;" Légumes BIO, fruits BIO, viande bovine BIO, volaille, fromage, oeufs BIO, pain BIO";"Distribution le lundi de 18h à 19h devant le centre social et d?animation ""Pierre Miallet""."
AMAP-ALPILLES;eyguieres;13;go.php?typ=1&id=2509;contact@amap-alpilles.org;" Légumes BIO, fruits BIO, oeufs BIO, pain BIO, fromage de chèvre BIO, volaille, viandes BIO, jus de fruits BIO";"Distribution le jeudi de 18h à 19h au boulodrome - rue de l'ancienne Gare."
"AMAP Cidamos Fontvieille";fontvieille;13;"https://www.facebook.com/jardinsdecidamos/ | go.php?typ=1&id=254";jardinsdecidamos@gmail.com;" Légumes BIO, fruits, oeufs, conserves";"Distribution le vendredi de 17h à 19h à la Ferme de Cidamos - Quartier des Arcs, chemin départemental 82."
"AMAP LE JARDIN DES SAVEURS";fos-sur-mer;13;https://www.facebook.com/p/AMAP-Le-jardin-des-saveurs-100064317360650/;amapjardindessaveurs@gmail.com;" Légumes BIO, fruits BIO, oeufs, pain, poulet, viandes";"Distribution le mercredi de 17h30 à 19h à la Maison de la Mer - Avenue des Sables d?Or."
"AMAP Les jardins de Fuveau";fuveau;13;"https://www.facebook.com/lejardindefuveau/timeline | go.php?typ=1&id=253";lejardindefuveau@gmail.com;" Légumes, fromage";"Distribution le mardi et le vendredi de 18h à 19h sur le terrain des AIL."
"AMAP Arc-Etoile";gardanne;13;;;" Légumes, volailles, pain, fromage de chèvre, agneau";"Distribution le vendredi de 18h à 19h au Lycée Agricole d?Aix- Valabre -Chemin du Moulin du Fort."
"AMAP Paniers de Saison";gardanne;13;go.php?typ=1&id=255;n.sogoyan@outlook.fr;" Légumes, fruits, fromage, viande, pain, poisson, volaille";"Distribution le mercredi de 18h à 19h sous le Hangar du Lycée Agricole de Valabre."
"AMAP LE JARDIN D'EPICURE";istres;13;go.php?typ=1&id=1273;amaplejardindepicure@gmail.com;" Légumes, kiwis, pain, oeufs, miel, fruits de mer, farine";"Distribution le mercredi et le vendredi de 17h30 à 19h dans la Salle du lavoir - allée Marius Laugier. Tous les produits sont BIO."
"AMAP Cageots rive gauche";jouques;13;;dan.feraudet@wanadoo.fr;" Légumes";"Distribution s le vendredi de 18h à 19h à l?épicerie bio."
"AMAP DE LA TORTUE";la-ciotat;13;;lamapdelatortue@gmail.com;" Légumes BIO";"Distribution le mardi de 17h30 à 18h30 au 67, avenue de la Sariette."
"AMAP L'ABEILLE ET L'OLIVIER";la-ciotat;13;go.php?typ=1&id=288;amapabeilleolivier@gmail.com;" Légumes, fromages (chèvre, brebis), viandes (porc, agneau, boeuf, veau, cabri), volaille, oeufs, charcuterie, pain, huile, farines, safran, olives, miel, conserves, sorbets, pâtes, agrumes, noix";"Distribution le mercredi de 17h30 à 18h30 sur le parking de l'Abeille. Autres produits : abricots, pommes et compotes, confitures, jus, tilleul, châtaignes et produits dérivés"
"LES PANIERS de Pierre et le Chou";la-ciotat;13;"https://www.facebook.com/Les-paniers-de-Pierre-et-le-Chou-748187558708108/ | go.php?typ=1&id=286";pierreetlechou@gmail.com;" Légumes, fruits, fromage, fromage, oeufs, pain";"Distribution le mardi de 18h30 à 19h30 - Avenue Jules Ferry à côté de la ""Maison pour Tous"" ""Léo Lagrange""."
